vendedor,valor_total,cartao_credito,boleto,voucher,cartao_debito
3c88ed2e76a2247933a15daa7161eb1c,306.2,100.0,0,0,0
3ca08eeb8d5595949fed424bd3677742,2235.1,84.0,16.0,0,0
3cfa1358a6caa965278721344c8d76f2,3221.53,98.0,2.0,0,0
3d01d1c414c44b5943a09619ff3853cb,484.94,61.0,39.0,0,0
3d0cd21d41671c46f82cd11176bf7277,622.38,55.0,10.0,14.0,21.0
3d2400ac620cffa23ac81bd192f7f555,113.9,100.0,0,0,0
3d2531eccfbde1d7c8db7a3a12fb267a,2365.42,68.0,10.0,0,22.0
3d290fe363c60a77498c1126fd3fb8d3,234.04,13.0,75.0,0,12.0
3d39fbf22a665714baf62fae36029e23,2634.83,100.0,0,0,0
3d3ccf2b2f8134b10dce9dd446f0e075,750.53,100.0,0,0,0
3d4824f20035949c710eaf111f869d39,1214.58,94.0,5.0,1.0,0
3d49bfdd1b43a7fe169b3740067acc61,276.82,64.0,36.0,0,0
3d4b1ae7539303b5704493798893e82c,1221.69,71.0,29.0,0,0
3d5d0dc7073a299e31fa718ce1bc00b6,1178.13,79.0,21.0,0,0
3d621842b2ed28e2b474132480edac3c,1080.7,95.0,5.0,0,0
3d62f86afa7c73be2628a3be1423f5a0,54.42,100.0,0,0,0
3d68c634a99a1ba46dbca3967a69c623,857.7,100.0,0,0,0
3d700782d7818f2c1e0d7a9e9d75fc00,235.11,100.0,0,0,0
3d871de0142ce09b7081e2b9d1733cb1,120282.04,80.0,16.0,3.0,1.0
3d8fa2f5b647373c8620330c4e077a9f,4603.18,76.0,19.0,5.0,0
3da38366e7bd9baf6369071f782ecdf0,86.43,0,100.0,0,0
3db66a856d18a9cba7c9241fc5221c50,12025.19,74.0,16.0,7.0,3.0
3dbbce181edfaa4a597ec858c382d2ec,1288.57,57.0,35.0,7.0,0
3dc69bf2c42f0568a5c4791ec3fd3745,334.43,50.0,50.0,0,0
3ded4e2d5f135cb103e5949d7263d2dd,62.38,0,100.0,0,0
3df020b72d3d44b3af9d110fa3940b65,6935.0,77.0,15.0,6.0,1.0
3dfd3dc96f7f8598eca74e9ac8a2fa31,304.85,85.0,0,15.0,0
3e35a8bb43569389d3cebef0ce820f69,84.68,100.0,0,0,0
3e46a38ee171c503c3b4a3f23fe3bf0c,69.01,100.0,0,0,0
3e51f9cbe317bc3a88f2c76583811ee4,84.78,0,0,0,100.0
3e8bd881d92466e63ba9e3e809cd3c50,2450.25,90.0,10.0,0,0
3ea00e1dea2b0659dbaf654735929220,649.97,41.0,59.0,0,0
3ea08c48e851106d2f584349daba335f,192.94,100.0,0,0,0
3ef37b7ca6dd2b80bd8af81a62504996,740.97,50.0,50.0,0,0
3f0e48d209018b466fcd3bb4ccfeb520,5654.8,100.0,0,0,0
3f2af2670e104d1bcb54022274daeac5,1334.18,100.0,0,0,0
3f3486b61f45078d4f31ee5e43d8c5bb,5062.54,75.0,13.0,11.0,0
3f8034bfc6b8b4135534975d49f04c63,1594.51,93.0,7.0,0,0
3f8247d0f772ffa58560e5c682521ad5,158.45,100.0,0,0,0
3f84fefc07dc159b268d4a77d3e8c425,251.92,100.0,0,0,0
3f995f07c49d0d55a99d5c54957f7d81,4741.65,72.0,23.0,5.0,0
3f9be91358837bff69df67edfa3e42e8,702.06,90.0,10.0,0,0
3f9c56764fabca627406093dcb3ef0b4,1014.95,100.0,0,0,0
3fac58ce0ad699020c7944d53c41329c,1427.97,49.0,14.0,0,37.0
3fadb4cba4c35bce6a7eaf9872d5623a,277.52,39.0,61.0,0,0
3faf68a3b0af94b10bac70d86077be49,1442.09,86.0,14.0,0,0
3fd1e727ba94cfe122d165e176ce7967,3445.42,77.0,13.0,9.0,2.0
3fe7120d6257285ac6a3ce7cb071ccec,228.26,100.0,0,0,0
3febca52652e7209509ccfe61cbde40e,100.9,50.0,50.0,0,0
3fefda3299e6dfaea3466ef346a3571a,225.21,0,100.0,0,0
4003520d80d0bad1d5623f7aa3c63cda,86.74,100.0,0,0,0
400f221ab83037c0ea78f1267da9624d,885.8,100.0,0,0,0
402916f742e5c740cc751493d9cf5053,1478.43,100.0,0,0,0
403aa86912527d730337ffcb0fb096ab,9455.17,94.0,3.0,3.0,0
4049512728d969bec69f84088b012416,550.27,53.0,47.0,0,0
404e1ba01358af4cd63f679b2c4d1fa1,633.62,87.0,0,13.0,0
40536e7ca18e1bce252828e5876466cc,963.0,100.0,0,0,0
406740ee611378a662d274c7d8c43c4a,2525.6,50.0,28.0,22.0,0
406822777a0b9eb5c50e442dd4cd3ec5,4815.75,87.0,8.0,5.0,1.0
4091f77d8c768fc3e81c20761471761d,1309.87,86.0,0,8.0,6.0
40d54b51e962dbe09cabbcfd33298dee,7869.24,86.0,7.0,7.0,0
40db9e9aa57f7bb151bcda6b0f9bdbb7,29663.36,80.0,0,20.0,0
40ec8ab6cdafbcc4f544da38c67da39a,157.0,100.0,0,0,0
411f3b52d857390502ee4e4d5ceabc2d,2368.4,75.0,12.0,8.0,5.0
4125d9385a25e82d2f72d3a0fd55bc3f,61.3,100.0,0,0,0
412a4720f3e9431b4afa1476a1acddbe,2569.16,50.0,50.0,0,0
4170f6a9367e6b5d6401d03ce6d54569,661.81,53.0,47.0,0,0
417a1e6c7321084d2a0ae0d023cfad93,61.38,100.0,0,0,0
41958cbd3335433c8740300e8cd600d5,40.38,100.0,0,0,0
41ab63a91b8b264e8c8780368bf1dd5b,2874.22,87.0,13.0,0,0
41b14765bd56c8ad10971074380f9c0c,514.63,63.0,18.0,19.0,0
41b39e28db005d9731d9d485a83b4c38,21500.75,77.0,18.0,5.0,0
41b86b552e54e3a7009596125aa8b167,1829.91,95.0,5.0,0,0
41c2bad7229b0c25e6becf179ebf63ff,971.92,83.0,17.0,0,0
41c9d3997dd3c072c31139dc5bb5761f,1110.54,70.0,30.0,0,0
41da412d33e8da4f22baf55cb1bde82c,1348.52,40.0,44.0,8.0,7.0
41e0fa5761c886a630994a55c12087e7,491.91,41.0,19.0,40.0,0
4200ddf1967c5e41e48db62bc6d4b5ac,1254.86,67.0,29.0,3.0,2.0
4221a7df464f1fe2955934e30ff3a5a1,1089.04,79.0,0,0,21.0
422be4cc81a457fdb46f47edeb968ae5,317.37,100.0,0,0,0
427165bf50f8ca07efc7bdc2bfcf1688,1692.9,73.0,27.0,0,0
42b6488f5b8246d9141712abd4b1b693,289.8,100.0,0,0,0
42b729f859728f5079499127a9c2ef37,5434.07,79.0,17.0,2.0,1.0
42bde9fef835393bb8a8849cb6b7f245,8487.84,91.0,9.0,0,0
42d4b7e70819438f5ada61c965e92d7e,100.78,100.0,0,0,0
42ef3192a9ff87a22d1867b74b3ee205,1828.3,78.0,10.0,11.0,0
42fa4ee7240e9b8eb4576358ec142ba7,4364.47,100.0,0,0,0
42fb44130ac3134cde8e35cf8ec7df25,99.14,70.0,0,30.0,0
430315b7bb4b6e4b3c978f9dfa9b0558,3818.19,94.0,3.0,3.0,1.0
4305fe92735c8a43d154ff6dd2b8d927,3314.25,86.0,14.0,0,0
431050a06a317f2b38168dec3dcd2b46,1720.95,95.0,0,0,5.0
431af27f296bc6519d890aa5a05fdb11,15534.68,84.0,13.0,3.0,0
4324dd16853115efb0fd9d0d131ba6f4,1471.36,47.0,47.0,6.0,0
432c37c9dfba871172ec162e20118b8c,4110.43,73.0,19.0,5.0,3.0
432c67955c0acd1fd6b0b5d678766a71,1288.41,14.0,86.0,0,0
43402bdf22aa2310e8f99e2f94f78628,837.1,43.0,57.0,0,0
4342d4b2ba6b161468c63a7e7cfce593,3307.87,78.0,13.0,9.0,0
436bf27f2f18474fc6047702e9f8a866,44.42,100.0,0,0,0
4371b634e0efc0e22b09b52907d9d469,9678.79,75.0,22.0,1.0,2.0
43753b27d77860f1654aa72e251a7878,66.28,100.0,0,0,0
4391ea5c5990502176a1dcda44a2373d,2484.3,95.0,5.0,0,0
439a47cc365d6e3bd526812ea9de3c29,1410.93,90.0,0,0,10.0
43a1d4bab73b816e44ef4e4facd9f9b5,205.4,100.0,0,0,0
43a5d4a57af536fddc96d08be3afdfcb,99.83,100.0,0,0,0
43b2c864251aa0ce4030c746984e088a,129.32,100.0,0,0,0
43f8c9950d11ecd03a0304a49e010da6,4980.9,79.0,15.0,3.0,2.0
44073f8b7e41514de3b7815dd0237f4f,22254.31,84.0,13.0,3.0,0.0
440dd6ab244315c632130ecfb63827b1,16389.02,79.0,15.0,4.0,2.0
443d880f15cbd3572885e1d44bf2c478,125.0,100.0,0,0,0
4450bd8327d471c4a11a83d1445b1b62,214.56,100.0,0,0,0
446cc09cdbb130904da114e807dbec40,306.97,18.0,82.0,0,0
44717f64ec2a457979cf83c429077666,170.91,42.0,58.0,0,0
447d377bdb757058acb569025ee18a93,83.01,100.0,0,0,0
44ed138eca6214d572ce1d813fb0049b,185.8,61.0,0,0,39.0
44f091b5abab8018f682fce8124b85e5,1787.71,78.0,22.0,0,0
45213867cefbf2cd4c6177e10216a951,5389.16,79.0,21.0,0,0
4559697a8f7e637227c2eeaed843baff,4557.0,76.0,20.0,2.0,2.0
455befea1bb853c75ccbca94cff26e5c,42.05,0,100.0,0,0
455c5640e8c5bd1b2ee85c0158f85727,7186.89,100.0,0,0,0
455f46ef09a9e45667e2981df84b5cc2,90.98,47.0,0,0,53.0
457fe919b032a3f7dadba6fb92cf7855,1246.11,100.0,0,0,0
458c6fa920810ce2492da71bc26d9eec,862.37,100.0,0,0,0
458d868c9642f55f18f04e951a3fdde6,2822.75,100.0,0,0,0
45a3d05fb00435e52a28859dd03703b3,1323.79,0,100.0,0,0
45ba18c210d42734ec52c0c1c574e9ee,6603.25,84.0,14.0,2.0,0
45c20d94d9171b0bcfab3c955e47d67b,210.57,100.0,0,0,0
45d33f715e24d15a6ccf5c17b3a23e3c,5797.25,72.0,22.0,4.0,1.0
461ff5303b6c9c1a4a07f40c5aece516,161.43,100.0,0,0,0
466222e777149751370e7e98fb623b0c,105.45,100.0,0,0,0
4677a5437afda5fa7140b927b07be1cc,3835.7,39.0,14.0,48.0,0
46dc3b2cc0980fb8ec44634e21d2718e,141941.33,85.0,12.0,2.0,1.0
46ef1a25845fc051c2998d878354810c,348.45,100.0,0,0,0
4736e9d642ef4257cd7622516931eb51,1587.81,76.0,16.0,9.0,0
47648caee88ccfe951fbb27fbf7b4cbe,1632.99,100.0,0,0,0
478bfe564db21eeb44386606aa30b650,230.8,100.0,0,0,0
47efca563408aae19bb7206c2d969ea9,2965.32,97.0,0,0,3.0
47f55702f598c7c6cc8458b0fbc1c49a,163.4,42.0,58.0,0,0
48162d548f5b1b11b9d29d1e01f75a61,22772.54,78.0,20.0,2.0,0
4830e40640734fc1c52cd21127c341d4,13042.22,83.0,13.0,2.0,1.0
48328ec9a579151d9cc6a86d4a59336c,1196.78,100.0,0,0,0
483ca627d131e18f988349b1655c0acd,283.73,100.0,0,0,0
48436dade18ac8b2bce089ec2a041202,15587.34,72.0,23.0,4.0,0.0
485452467ff670447e84a8370c3fc898,315.44,100.0,0,0,0
4867209cb29b56b92893d7bde3ce8012,169.15,100.0,0,0,0
4869f7a5dfa277a7dca6462dcf3b52b2,255452.53,82.0,14.0,3.0,1.0
48985c61529077fa4f1e38bcff0f2ed3,1027.37,72.0,28.0,0,0
48b6c3f4c6a93171da04b75313f2130f,328.06,100.0,0,0,0
48bad451945f5227341793478d6353ea,384.49,77.0,23.0,0,0
48e5ee06fb2dc74df1c711a9b6dfac2a,102.3,100.0,0,0,0
48e954b2da4f6a750c844173b347ed40,556.81,100.0,0,0,0
48efc9d94a9834137efd9ea76b065a38,666.0,19.0,81.0,0,0
48fb026ed7455a42f5d3e9390ed5088e,879.5,64.0,24.0,11.0,0
49067458c68f7701fd334ce326accbe0,1621.5,74.0,26.0,0,0
4917cee8d902e13428c3ec4b1ca6f315,6621.54,78.0,19.0,3.0,0
491a5ada3aa1678414e990262c4bbdc1,2873.81,100.0,0,0,0
49383af7ab774e4e8f3000f49c83dc4b,902.23,76.0,9.0,0,15.0
4965a7002cca77301c82d3f91b82e1a9,16.36,100.0,0,0,0
497709c2976a8fa308730a2dec5b0726,94.04,100.0,0,0,0
4978a02ea9c8be7a9b5480680f40334e,2696.84,87.0,13.0,0,0
499185655c29ecfdbfe776ef7cf875b5,106.33,100.0,0,0,0
4992e76a42cb3aad7a7047e0d3d7e729,3441.27,71.0,19.0,10.0,0
499ec63c58e51296c9cf57edcfe1c8a8,412.93,100.0,0,0,0
49cdc90518a4f82676b38b3c1aa43ff6,1622.11,84.0,16.0,0,0
49e7217cfe4e427191c378ec626d8737,3378.31,95.0,5.0,0,0
49f8d2ea7b718d0ce587d34207caf2b4,165.26,100.0,0,0,0
4a1917ef994878940e1fb03eeb787ad7,846.62,69.0,31.0,0,0
4a1f694197d05fe70026b016a7316b41,1278.75,88.0,12.0,0,0
4a23adac87cf538689fa600d976f78b2,440.41,100.0,0,0,0
4a3ca9315b744ce9f8e9374361493884,240882.88,80.0,15.0,4.0,1.0
4a3ccda38b2129705f3fb522db62ca31,19133.96,64.0,30.0,6.0,0.0
4a5b36211b1f51bf7eaa5c10a57fa483,155.26,100.0,0,0,0
4a82168aaef173cbb6e46ae88728f919,612.39,71.0,29.0,0,0
4a82c4af97ffc0fb2dc26bfdc03b1842,210.9,63.0,37.0,0,0
4aba391bc3b88717ce08eb11e44937b2,8575.49,94.0,5.0,2.0,0
4aba6a02a788d3ec81c03137144d9a80,105.28,100.0,0,0,0
4b0fdb526525f9890eb145bf1534640e,3100.14,88.0,2.0,10.0,0
4b1eaadf791bdbbad8c4a35b65236d52,2054.0,96.0,0,4.0,0
4b39558c138930b9e5489c93b6df5fe3,1229.1,100.0,0,0,0
4b5f66b7adcf57f1ecc0d3c07dd6b177,7115.96,69.0,31.0,0,0
4b90495391ac0bd181a80a459df1e718,266.11,100.0,0,0,0
4b9750c8ad28220fe6702d4ecb7c898f,19671.15,81.0,14.0,4.0,1.0
4b98b0428fc1932cc2514ef9ce2505e6,519.53,70.0,0,30.0,0
4ba52dfeba874da5b9ee7b17c7494f04,1667.91,71.0,29.0,0,0
4bc3d93e4a5f88a598d3d8ce4ae510b3,188.28,100.0,0,0,0
4bcec44888b30ba9001234c534716d3f,209.23,82.0,0,18.0,0
4bde6149c15cf7e177b36fa060dd6de8,192.46,100.0,0,0,0
4be2e7f96b4fd749d52dff41f80e39dd,299.84,100.0,0,0,0
4be6b962d83299498bae2190f95d6566,749.38,79.0,6.0,8.0,7.0
4be9ae93c4fc0f41713d71a4194ee1b3,136.97,100.0,0,0,0
4bf2f4ee540798a61f9636d12cd9cc80,5501.01,100.0,0,0,0
4bf658053d453036c70976bccb2c31b2,1824.56,53.0,47.0,0,0
4bfc7a4a1cf8d4d2121c27422d9e50b5,9191.59,66.0,29.0,4.0,2.0
4c03b9dd4c11ee2cb35c96c49efc9420,7380.22,84.0,12.0,3.0,0
4c18691b6037662be2df78a765d98ab5,4356.79,69.0,22.0,3.0,5.0
4c1c7281388a33dd06daac44f9fadbd1,269.91,65.0,35.0,0,0
4c2b230173bb36f9b240f2b8ac11786e,19053.84,63.0,35.0,1.0,1.0
4c498c7345e89aebad651544829beca0,5389.76,68.0,27.0,0,5.0
4c4d546adf3c3868fe19c9ec6e9ffda9,157.09,100.0,0,0,0
4c60877808f4318ef1107fbeb8f89afa,150.63,56.0,44.0,0,0
4c61e37f664c3c88aff092aa5ac779d7,908.17,77.0,15.0,8.0,0
4c8545742faaf58fafd5fd14d25d75cf,3216.31,100.0,0,0,0
4c8b8048e33af2bf94f2eb547746a916,2458.81,87.0,11.0,2.0,0
4cc43a222a0f94910728b62b97a8c5f8,120.76,100.0,0,0,0
4cc4fd4fdd406a85bbdc1f824b731bd7,571.22,100.0,0,0,0
4ce6e5f6c52515177e18c1c9361d8677,252.27,100.0,0,0,0
4ce8b55b4bfa4659184e7becc1fba3f2,258.87,100.0,0,0,0
4cf490a58259286ada5ba8525ba9e84a,1409.39,62.0,28.0,10.0,0
4d0041cdbe51b4617d95c70b19decc74,5465.49,100.0,0,0,0
4d232b78ab7ef10393dc3807d827bc0d,1689.99,57.0,43.0,0,0
4d600e08ecbe08258c79e536c5a42fee,4633.46,77.0,23.0,0,0
4d6d651bd7684af3fffabd5f08d12e5a,52712.5699999999,77.0,18.0,3.0,2.0
4d6fb82c629c7a5028bfd973c07b05e0,327.43,100.0,0,0,0
4d8809767a5bafe22909c77951fb6b41,58.72,100.0,0,0,0
4d9fea3499bdc22aa4da4e339365f215,222.74,100.0,0,0,0
4da0e408c99d2fdc2126dc9fce518060,4023.74,72.0,24.0,4.0,0
4dab98ca6cd6d3df586203cefd28a042,173.23,0,100.0,0,0
4dbd95a08b31ede5c82d3f861cb1ce1a,1494.03,31.0,69.0,0,0
4dc2e811a1760953cb7c6a590b498943,199.84,100.0,0,0,0
4dc646b9b9e8e411ef48ba000ea3ac6f,353.26,100.0,0,0,0
4ddeb3e828550cddc8d45c8bc36ab2d1,164.45,100.0,0,0,0
4de6e4ba574aa9dfdc824bc44dc47fdd,747.72,78.0,4.0,19.0,0
4deebb3199eeafb282ae33229144f94b,921.49,28.0,72.0,0,0
4e06067cc08b3f41d837768d392c3ee3,1570.03,67.0,24.0,10.0,0
4e0d109ccfba9a1151c103049880c857,347.73,100.0,0,0,0
4e17c65a516f69d023a2ae78b84f28d6,8794.8,83.0,14.0,0,3.0
4e2627090e6e5b9fabba883a37897683,267.62,100.0,0,0,0
4e326052e5dbba8adcd512f3450a307e,655.96,34.0,66.0,0,0
4e42581f08e8cfc7c090f930bac4552a,630.41,48.0,24.0,28.0,0
4e480be820e37de1444325ff358c9296,573.74,100.0,0,0,0
4e5725ba188db8252977a4f0227bd462,2380.07,72.0,20.0,3.0,5.0
4e6015589b781adaa5ce7f1892d06bb1,740.5,100.0,0,0,0
4e7c18b98d84e05cbae3ff0ff03846c2,12236.01,74.0,23.0,1.0,1.0
4e85b538b0dad58852641540686d0e14,481.01,91.0,0,9.0,0
4e8dacf3d38f281ae26c3e0321d92d88,2861.11,82.0,18.0,0,0
4e922959ae960d389249c378d1c939f5,54774.9399999999,72.0,22.0,4.0,2.0
4e92348462c75b6c842b994ce84a0ed4,85.49,0,100.0,0,0
4ea2f12dbe91deeacd2c1e74f069a6e6,280.27,51.0,49.0,0,0
4eb61f060e7dcc1d5a80d806c35cc541,1466.12,100.0,0,0,0
4ebdc7e6cd6102a022dadc49156d4ea8,1383.1,74.0,13.0,9.0,3.0
4eeb99008a0f59d2c7759c59f9a346eb,1320.95,100.0,0,0,0
4ef4c39cf3c24f326434cf0b2e48046a,1017.17,66.0,34.0,0,0
4f0d637c1197fd65405ebd755ac9f86b,232.47,53.0,47.0,0,0
4f1f1c8666cdb6442f775c4e8caed465,1070.39,61.0,0,0,39.0
4f40d2ed38d1cc945364a7cd202a82c7,336.89,100.0,0,0,0
4fae87d32467e18eb46e4a76a0a0b9ce,120.8,100.0,0,0,0
4fb41dff7c50136976d1a5cf004a42e2,1296.77,100.0,0,0,0
4fe2f67634d00c021aa01f96b6f2d68e,118.84,100.0,0,0,0
5011f0d93373a4c5753adf58ca77af8d,1419.02,56.0,42.0,2.0,0
503c1de08ae81a2d86f17951b204db55,5321.9,73.0,18.0,9.0,0
5058e8c1e82653974541e83690655b4a,13153.2,56.0,42.0,1.0,1.0
5075aaa8404020ae6aa8bf4792099b41,2395.45,92.0,3.0,5.0,0
50770d25768b0486d89be26afca3108f,247.86,67.0,33.0,0,0
508808d438fe2ff972ed13bb8f4a82e2,434.85,96.0,0,4.0,0
50a7e551a7b3f8d37cd6e32d8bfbe5ea,167.96,100.0,0,0,0
50bf89f1349bc0409a268c3a49678009,282.47,100.0,0,0,0
50c361bcf670d16f6df4d52de3dff924,51.6,100.0,0,0,0
50c9975695009e5e6473912e83a6d1da,7010.97,69.0,28.0,3.0,0
51209b446b2073894bdc0face6c73ffc,438.88,100.0,0,0,0
512d298ac2a96d1931b6bd30aa21f61d,7723.87,88.0,12.0,0,0
513a54369b6a8a6602fcb0e129c6d78d,62.66,100.0,0,0,0
5145090ab595c0d0b8557199f5701fbf,1657.45,100.0,0,0,0
5151aea44289d6c6b090ee31c2132508,1482.47,86.0,14.0,0,0
515d781150feed28a6ac091bb0e3cb8c,1154.72,68.0,16.0,0,16.0
5160d23075764e18e07c1f4a87fad743,2915.42,68.0,28.0,0,5.0
516e7738bd8f735ac19a010ee5450d8d,8109.32,83.0,16.0,0,1.0
51702dc2a3e106c76dbff722b5bf0726,3287.04,53.0,47.0,0,0
5194c22ed1f616ec0c0f33c571542879,326.45,66.0,34.0,0,0
519a7aa428f18d125a283cf8c014fdd6,152.8,100.0,0,0,0
51a04a8a6bdcb23deccc82b0b80742cf,199.92,100.0,0,0,0
51e0557bc7b86de13e946c60ee91ce39,63.4,100.0,0,0,0
51e4e89242cbb846c2deff3dc015650e,1393.07,79.0,6.0,16.0,0
51ed72984a04e5dd35c2b27e77179038,1493.23,74.0,26.0,0,0
51f108f62cb87d61918159902c8f8583,378.76,100.0,0,0,0
5206cc4bc2297c833e6061c49bf9c43f,45.96,100.0,0,0,0
52092ddbd3a58c450a4459bf051b2287,427.05,100.0,0,0,0
520b493b57809f446cb0a233bb3e25c7,4882.05,77.0,20.0,2.0,0
522620dcb18a6b31cd7bdf73665113a9,63819.19,84.0,12.0,3.0,1.0
5236605f4d4b0b3e4df85b850393fca0,347.48,85.0,15.0,0,0
52454f90d4c30c016768db02f88c1a74,147.67,0,100.0,0,0
52562a9f449c3dc3d53f5f5b9ed74903,3710.64,88.0,7.0,0,6.0
525e75a6fb1454a2325ab1734bcec221,777.07,93.0,7.0,0,0
5275ca25d0358ca73864e0ae41be1320,478.82,76.0,24.0,0,0
527801b552d0077ffd170872eb49683b,20303.71,80.0,18.0,2.0,0
52831e5990d0771cb4951d6f12928167,78.12,0,100.0,0,0
528bcf6680c36dddf07620bd35b33a6f,1013.84,100.0,0,0,0
528ce32f560edd11add4169f6a5b65be,75.1,48.0,0,0,52.0
52956b80ae65fda598f06f6b9943e7a9,858.85,100.0,0,0,0
52a50b42accf164f9f019941e5759d9b,197.02,73.0,27.0,0,0
52a52b9f656520e99716f5bc40f661c8,931.22,100.0,0,0,0
52ac6f920b7280e4c6d30dd94de6259b,6383.89,79.0,21.0,0,0
52b53f7061969fe471d119b6195da864,98.37,0,100.0,0,0
52bb00821bcdd358a5a5a27e1f6be5a1,447.66,87.0,0,13.0,0
52d76513f0c4d97f3b99570e2c94ee31,9042.36,96.0,4.0,0,0
52f0fe436a347ddad7ed5f9aa4e27eaa,1996.74,77.0,19.0,2.0,2.0
52f6f9f13ba19504c02781132a049e75,222.13,0,100.0,0,0
52f976b17ea7f2f087f56dcc419328f6,8492.65,100.0,0,0,0
52f9db5cfb423382a2fa5c9e39303202,1694.36,72.0,20.0,8.0,0
5305693ffae2d3463377b1f6fe67b15a,106.55,100.0,0,0,0
53088c75f948b48a7ece173ac17f0c12,316.23,100.0,0,0,0
530ec6109d11eaaf87999465c6afee01,15898.16,74.0,23.0,2.0,1.0
53243585a1d6dc2643021fd1853d8905,245295.59,82.0,13.0,4.0,1.0
53336f97ddbe53e2a617d07b17447b95,674.83,100.0,0,0,0
533d46c1b06970e99f09523a61df4972,192.62,0,100.0,0,0
5343d0649eca2a983820bfe93fc4d17e,13779.14,71.0,17.0,10.0,1.0
534a01cc6df1e034e05c32028a291fa2,295.45,66.0,18.0,0,16.0
535bf14f36346c7f59d87cece104d70c,57.77,100.0,0,0,0
537eb890efff034a88679788b647c564,7377.06,79.0,15.0,4.0,2.0
538caafddff204241cecbf3a02e6b3cf,246.49,40.0,49.0,0,11.0
539ed9e19811677513447759be5eccfc,63.92,100.0,0,0,0
53b0300ca793f9834cd69c0678d35ee8,1799.46,100.0,0,0,0
53d00c40e32aeb924a84ce72b1af869d,2462.07,80.0,11.0,0,9.0
53e4c6e0f4312d4d2107a8c9cddf45cd,40920.06,81.0,14.0,4.0,1.0
54065e9aef7e9e9c2dc23b7594db021a,8283.43,70.0,29.0,1.0,0
5415337f1863452476d42d9f14a16a61,68.35,100.0,0,0,0
54219883e72aad869adfb2a54b7bfa0f,7579.55,100.0,0,0,0
542917da124346b47ea1ac79a93ce454,1667.08,79.0,21.0,0,0
5444b12c82f21c923f2639ebc722c1ea,179.46,100.0,0,0,0
544863df86ed3b78a04e0820d41430ee,39.17,0,100.0,0,0
54583ab379489add547fe47b628db589,2391.08,89.0,0,0,11.0
54965bbe3e4f07ae045b90b0b8541f52,13469.92,78.0,18.0,3.0,2.0
54a1852d1b8f10312c55e906355666ee,21045.85,71.0,23.0,5.0,0.0
54aa8463e87776b5612f4bdc4bd5d4de,772.83,56.0,44.0,0,0
54c04bdb5ec46762f8f08c7e8f86ed4a,3757.78,100.0,0,0,0
55029529919c0123526150bd26ca8f20,588.83,73.0,19.0,8.0,0
553a440137d6e0cf776aee0bb83ac9f5,175.14,100.0,0,0,0
5563732abe64c3036cb97ad924128dd1,441.6,100.0,0,0,0
5566627eab3fe93fd6ee08798226101a,187.81,54.0,46.0,0,0
556a6409838156ea299c9d1f9e2dde43,1449.64,64.0,27.0,0,9.0
557f22c76691849db52d2abccf0015d0,1192.56,71.0,21.0,8.0,0
5587130f9850696ed7fafbc91c2cee44,103.49,34.0,66.0,0,0
559d56f3b8f0bc2e5a9a62fe2ce2a39f,433.72,100.0,0,0,0
55a5b51f93f2b70ea513f5a047b0262a,4964.53,67.0,29.0,2.0,3.0
55bb6fe5bebe5012e2d7d9928e1128ff,2524.04,71.0,24.0,5.0,0
55c26bcb609f480eb7868594245febb5,826.23,87.0,13.0,0,0
55c96925041a14097b6a7825554f4ad5,483.37,100.0,0,0,0
55d3daac7c404d59e51c2aa2f4dc5a23,5790.48,31.0,69.0,0,0
55dedd83e501d8248880557d9073cbfd,1166.09,92.0,0,0,8.0
55f7a3319d80f7fdf078b8f03e6725fe,3420.45,60.0,35.0,0,5.0
562f8cfc51f265411f487d07e9c40e7f,966.25,100.0,0,0,0
562fc2f2c2863ab7e79a9e4388a58a14,13119.34,76.0,20.0,1.0,3.0
5656537e588803a555b8eb41f07a944b,11576.3,75.0,21.0,2.0,1.0
5659d77e8d90378e39b960ad5956f64e,213.13,55.0,45.0,0,0
56642bcb79900e777d68e91915cb4267,4535.35,71.0,22.0,1.0,5.0
5670f4db5b62c43d542e1b2d56b0cf7c,7212.65,79.0,11.0,0,10.0
56a8b450e802502ba53a9885ee38e29f,77.65,100.0,0,0,0
56db5c0782e8f7ddc9343f9576ff6d16,791.95,0,24.0,0,76.0
56e361f411e38dcef17cdc2a3d99628b,3155.76,5.0,95.0,0,0
56f413900b5166ab4d730e9ac0b12cb0,194.24,85.0,15.0,0,0
570d4583587a5fe2d47c7be89b91ad27,148.92,100.0,0,0,0
5721089ba9214e80074f27d5a03fc0eb,312.57,89.0,11.0,0,0
5733d806668f8712c24b9abaefbfa642,329.68,100.0,0,0,0
5741dc2bf5044c34d0698681c5081bed,123.75,100.0,0,0,0
575df70bde3f9f2b30bf8d2e9910d725,6329.48,70.0,27.0,4.0,0
577719699805dd125d5b6fdde5943bba,1287.36,90.0,10.0,0,0
578460d8319c51dab351cd9db95eadfe,270.45,100.0,0,0,0
578fa3a9cb6b6dceab39231ad59cdaca,187.2,76.0,24.0,0,0
5795aebfe331fbcd02a2c4b679fb7952,1436.09,53.0,47.0,0,0
579891617139df7d8671d373f0669622,408.5,74.0,26.0,0,0
57a834594e1e9e9219603bfec184eadc,166.05,100.0,0,0,0
57c764b4a836300be881e2ff86e449f9,1884.92,58.0,18.0,19.0,4.0
57d2ba47f7a3209aa347532ae75c1165,458.24,100.0,0,0,0
57df9869a600bd6b7c405f2a862eccfb,197.21,100.0,0,0,0
